-DOCSTART- 0
los D
hi PRO^ADV
havia VBDI^3^SG
lexats VNI
entrar VB
. .

E CONJ
dixem VBDI^1^PL
entre P
nós PRO^1^PL
: :
Sancta ADJ
Maria NPR
, COMMA
gran ADJ
traÿció N
és VBPI^3^SG
aquesta D^DEM
, COMMA
que C
a P
aquels D^DEM
en P
qui C
nós PRO^1^PL
nos PRO^RFL^1^PL
fiàvem VBDI^1^PL
nos PRO^A^1^PL
han VBPI^3^PL
traÿts VNI
e CONJ
n’ PRO^ADV
han VBPI^3^PL
meses VNI
aquí ADV
nostres D^POS
enamichs N
. .

E CONJ
puys ADV
, COMMA
quan C
vench VBDI^3^SG
al P+D
maytí N
, COMMA
anam VBDI^1^PL
hoir VB
la D
missa N
a P
la D
esglea N
major ADJ
d’ P
Alagó NPR
. .

E CONJ
sus P
en P
la D
truna N
on C
cantaven VBDI^3^PL
los D
clergues N
fo VBDI^3^SG
aquí ADV
Don DPR
Ferrando NPR
, COMMA
e CONJ
Don DPR
Guillem NPR
de P
Muntcada NPR
, COMMA
e CONJ
Don DPR
Pero NPR
Ahonés NPR
, COMMA
e CONJ
Don DPR
Pero NPR
Fferrandes NPR
d’ P
Açagra NPR
, COMMA
e CONJ
Don DPR
Nuno NPR
, COMMA
qui C
·s PRO^RFL^3^PL
pensaven VBDI^3^PL
que C
fos VBDS^3^SG
de P
la D
nostra D^POS
partida N
, COMMA
mas CONJ
emperò P
tots PRO^Q
eren VBDI^3^PL
uns D^Q
. .

E CONJ
levà VBDI^3^SG
·s PRO^RFL^3^SG
Don DPR
Fferrando NPR
en P
peus N
e CONJ
dix VBDI^3^SG
: :
Senyor NPR
, COMMA
ja ADV
sabets VBPI^2^PL
yo PRO^1^SG
quant C
hé VBPI^1^SG
ab P
vós PRO^2^PL
de P
parentesch N
, COMMA
que C
germà N
son VBPI^1^SG
de P
vostre D^POS
pare N
e CONJ
no NEG
vuyl VBPI^1^SG
fer VB
neguna D^Q
cosa N
que C
sia VBPS^3^SG
desplaer N
de P
vós PRO^2^PL
; ;
e CONJ
per P
açò PRO^3^SG
som VBPI^1^PL
venguts VNI
açí ADV
nós PRO^1^PL
, COMMA
e CONJ
Don DPR
Guillem NPR
de P
Muntcada NPR
, COMMA
e CONJ
Don DPR
Pero NPR
Aonés NPR
, COMMA
per P
obeyr VB
a P
vós PRO^2^PL
així ADV
con C
a P
seyor N
; ;
e CONJ
no NEG
havem VBPI^1^PL
ab P
vós PRO^2^PL
guerra N
neguna D^Q
, COMMA
que C
no NEG
la PRO^A^3^SG
hi PRO^ADV
volem VBPI^1^PL
haver VB
. .

E CONJ
sobre P
açò PRO^3^SG
levà VBDI^3^SG
·s PRO^RFL^3^SG
En DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
dix VBDI^3^SG
: :
Seyor N
, COMMA
sol ADV
lo D
nom N
que C
hom MAN
diu VBPI^3^SG
que C
vós PRO^2^PL
nos PRO^A^1^PL
volets VBPI^2^PL
mal N
nos PRO^D^1^PL
és VBPI^3^SG
fort ADV
mal N
. .

E CONJ
pensats VBPI^2^PL
de P
venir VB
a P
Saragoça NPR
e CONJ
entrar VB
en P
vostra D^POS
ciutat N
e CONJ
en P
vostre D^POS
logar N
, COMMA
e CONJ
alí ADV
porets VBFI^2^PL
mils ADV
parlar VB
e CONJ
fer VB
vostres D^POS
coses N
. .

E CONJ
nós PRO^1^PL
som VBPI^1^PL
aparaylats VNI
de P
fer VB
ço PRO^3^SG
que C
vós PRO^2^PL
manarets VBFI^3^PL
. .

E CONJ
Don DPR
Pero NPR
Ahonés NPR
dix VBDI^3^SG
: :
Entrats VBI^2^PL
en P
Saragoça NPR
, COMMA
que C
nós PRO^1^PL
som VBPI^1^PL
aparaylats VNI
de P
fer VB
per P
vós PRO^2^PL
axí ADV
com C
per P
seyor N
. .

sobre P
açò PRO^3^SG
abeliren VBDI^3^PL
-nos PRO^A^1^PL
tant ADV
ab P
beles ADJ
noves N
e CONJ
paraules N
, COMMA
que C
nós PRO^1^PL
hi PRO^ADV
entram VBDI^1^PL
en P
l’ D
altre D^Q
dia N
. .

E CONJ
quan C
nós PRO^1^PL
fom VBDI^1^PL
aquí ADV
, COMMA
en P
les D
cases N
nostres D^POS
FOL12v FOL
que C
són VBPI^3^PL
a P
la D
porta N
de P
Toledo NPR
, COMMA
que C
havia VBDI^3^SG
nom N
la D
Suda N
, COMMA
quant C
vench VBDI^3^SG
a P
la D
nuyt N
dixeren VBDI^3^PL
-nos PRO^D^1^PL
que C
bé ADV
havia VBDI^3^SG
·c· NUM
hòmens N
armats VNI
entre P
la D
porta N
nostra D^POS
e CONJ
una D^Q
portela N
que C
y PRO^ADV
havia VBDI^3^SG
, COMMA
hon C
exia VBDI^3^SG
hom PRO^2^SG
al P+D
mur N
de P
la D
vila N
. .

E CONJ
enviaren VBDI^3^PL
G NPR
. .

Boý NPR
e CONJ
Pere NPR
Sanç NPR
de P
Martel NPR
, COMMA
e CONJ
vengren VBDI^3^PL
-se PRO^RFL^3^PL
·n PRO^ADV
a P
nostra D^POS
casa N
e CONJ
feren VBDI^3^PL
fer VB
sos D^POS
lits N
e CONJ
jagren VBDI^3^PL
alí ADV
, COMMA
là ADV
on C
les D
dones N
solien VBDI^3^PL
jaure VB
. .

E CONJ
la D
reyna N
, COMMA
que C
hoý VBDI^3^PL
los D
hòmens N
armats VNI
que C
eren VBDI^3^PL
de P
fora N
e CONJ
aquels D^DEM
que C
eren VBDI^3^PL
entrats VNI
en P
casa N
per P
jaure VB
denant P
nós PRO^1^PL
, COMMA
près VBDI^3^SG
-se PRO^RFL^3^SG
a P
plorar VB
molt ADV
fort ADV
, COMMA
e CONJ
nós PRO^1^PL
, COMMA
qui C
érem VBDI^1^PL
ab P
ela PRO^3^SG
, COMMA
conortam VBDI^1^PL
-la PRO^A^3^SG
. .

E CONJ
entrà VBDI^3^SG
denant P
nós PRO^1^PL
G NPR
. .

Boý NPR
e CONJ
Pere NPR
Sanç NPR
de P
Martel NPR
, COMMA
e CONJ
dix VBDI^3^SG
G NPR
. .

Boý ADV
a P
la D
reyna N
: :
Dona DPR
- -
-dix VBDI^3^SG
él PRO^3^SG
- -
- -
, COMMA
no NEG
plorets VBPS^2^PL
, COMMA
&LA OLB
pero CONJ
tanto FW
vos PRO^RFL^2^PL
&LT OLE
porets VBFI^2^PL
conortar VB
, COMMA
que C
per P
&LTlas FW
lágrimas FW
que C
hombre FW
geta FW
perde FW
la D
sayne FW
que C
homne FW
ha VBPI^3^SG
. .

E CONJ
estas D
lágrimas FW
tornaran VBFI^3^PL
todas FW
en P
goyo FW
, COMMA
e CONJ
passar VB
se PRO^RFL^3^SG
vos PRO^RFL^2^PL
à VBPI^3^SG
&LT OLE
la D
ira N
. .

açò PRO^3^SG
durà VBDI^3^SG
bé ADV
·iii· NUM
setmanes N
, COMMA
la D
guarda N
e CONJ
·ls D
jaens N
denant P
nós PRO^1^PL
. .

E CONJ
Don DPR
Ató NPR
de P
Foces NPR
, COMMA
qui C
era VBDI^3^SG
entrat VNI
en P
la D
vila N
, COMMA
no NEG
·l D
lexaren VBDI^3^PL
entrar VB
denant P
nós PRO^1^PL
per P
conseylar VB
-nos PRO^D^1^PL
ne CONJ+NEG
ésser VB
en P
nostra D^POS
privadança N
ni CONJ+NEG
poc ADV
ni CONJ+NEG
molt ADV
. .

E CONJ
dix VBDI^3^SG
-nos PRO^D^1^PL
que C
, COMMA
pus ADV
a P
onta N
de P
sí PRO^RFL^3^SG
hi PRO^ADV
estava VBPI^3^SG
e CONJ
no NEG
·l D
clamaven VBDI^3^PL
a P
conseyl N
, COMMA
que C
no NEG
·ns PRO^D^1^PL
pesàs VBPS^3^SG
, COMMA
si C
·s PRO^RFL^3^SG
n’ PRO^ADV
anava VBDI^3^SG
a P
sa D^POS
casa N
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
Anats VBI^2^PL
-vos PRO^RFL^2^PL
-en PRO^ADV
, COMMA
que C
no NEG
y PRO^ADV
sóts VBPI^2^PL
a P
honrament N
de P
nós PRO^1^PL
ni CONJ+NEG
de P
vós PRO^2^PL
. .

E CONJ
anà VBDI^3^SG
-sse PRO^RFL^3^SG
·n PRO^ADV
a P
terres N
d’ P
Osca NPR
. .

E CONJ
sobre P
açò PRO^3^SG
tiram VBDI^1^PL
-nos PRO^RFL^1^PL
Don DPR
Pero NPR
Aonés NPR
a P
una D^Q
part N
e CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
Don DPR
Pero NPR
Aonés NPR
, COMMA
molt ADV
vos PRO^D^2^PL
avem VBPC^1^PL
amat VNI
e CONJ
us PRO^A^2^PL
havem VBPI^1^PL
feyt VNI
honrar VB
de P
Don DPR
Artal NPR
d’ P
Alagó NPR
, COMMA
¿ ¿
e CONJ
vós PRO^2^PL
sóts VBPI^2^PL
a P
nostra D^POS
onta N
tan ADV
gran ADJ
con C
nós PRO^1^PL
la D
prenem VBPI^1^PL
? ?
sus P
aquí ADV
nos PRO^RFL^1^PL
desexim VBPI^3^SG
de P
vostra D^POS
amor N
, COMMA
que C
mentre ADV
nós PRO^1^PL
vivam VBPS^1^PL
no NEG
us PRO^A^2^PL
amarem VBPC^1^PL
. .

E CONJ
él PRO^3^SG
dix VBDI^3^SG
: :
Per P
quiyna WADJ
raó N
? ?
. .

Per P
ço PRO^3^SG
con C
veets VBPI^2^PL
nostra D^POS
onta N
e CONJ
nostre D^POS
dan N
, COMMA
e CONJ
, COMMA
si C
vós PRO^2^PL
no NEG
yc PRO^ADV
fóssets VBPS^2^PL
, COMMA
nós PRO^1^PL
no NEG
aguérem VBPS^1^PL
presa VNI
esta D^DEM
onta N
ni CONJ+NEG
est D^DEM
dan N
, COMMA
e CONJ
pus ADV
ho PRO^A^NTR
podets VBPI^2^PL
desfer VB
e CONJ
no NEG
u PRO^A^NTR
desfets VBPI^2^PL
. .

E CONJ
raonà VBDI^3^SG
·s PRO^RFL^3^SG
ab P
nós PRO^1^PL
sobre P
açò PRO^3^SG
e CONJ
dix VBDI^3^SG
que C
en P
alò PRO^3^SG
que C
ells PRO^3^PL
feÿien VBDI^3^PL
que C
no NEG
y PRO^ADV
havia VBDI^3^SG
onta N
ni CONJ+NEG
dan N
, COMMA
e CONJ
preà VBDI^3^SG
poc ADV
nostres D^POS
paraules N
. .

E CONJ
sobre P
aquesta D^DEM
raó N
anam VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
a P
la D
reyna N
e CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
Bé ADV
conexem VBPI^1^PL
e CONJ
veem VBPI^1^PL
lo D
dan N
e CONJ
la D
onta N
que C
vós PRO^2^PL
e CONJ
nós PRO^1^PL
prenem VBPI^1^PL
, COMMA
FOL13r FOL
e CONJ
, COMMA
ja ADV
ssiam VBPS^1^PL
infant N
, COMMA
nos PRO^RFL^1^PL
ne PRO^ADV
venjarem VBFI^1^PL
, COMMA
si C
vós PRO^2^PL
ho PRO^A^NTR
volets VBPI^2^PL
, COMMA
a P
nós PRO^1^PL
e CONJ
a P
vós PRO^2^PL
. .

E CONJ
dixem VBDI^1^PL
: :
En P
esta D^DEM
casa N
a VBPI^3^SG
una D^Q
trapa N
. .

Haurem VBFI^1^PL
·ii· NUM
cordes N
, COMMA
e CONJ
assaer VB
-vos PRO^A^2^PL
ém VBPI^1^PL
en P
una D^Q
taula N
e CONJ
avalar VB
-vos PRO^A^2^PL
ém VBPI^1^PL
d’ P
aquí ADV
en P
jus P
. .

E CONJ
enviarem VBFI^1^PL
, COMMA
la D
nuyt N
que C
açò PRO^3^SG
deurem VBFI^1^PL
fer VB
, COMMA
a P
N’ DPR
Artal NPR
que C
vénga VBPS^3^SG
aquí ADV
ab P
sa D^POS
companya N
, COMMA
e CONJ
, COMMA
quan C
sabrem VBFI^1^PL
que C
él PRO^3^SG
hi PRO^ADV
serà VBFI^3^SG
, COMMA
exir VB
-vos PRO^A^2^PL
n’ PRO^ADV
ets VBPI^2^PL
vós PRO^2^PL
de P
jus P
la D
porta N
, COMMA
e CONJ
Don DPR
Artal NPR
anar VB
-se PRO^RFL^3^SG
·n PRO^ADV
à VBPI^3^SG
ab P
vós PRO^2^PL
, COMMA
e CONJ
jo PRO^1^SG
romandré VBFI^1^SG
aquí ADV
a P
Saragoça NPR
. .

E CONJ
jo PRO^1^SG
, COMMA
per P
tal ADV
que C
mal N
no NEG
·s PRO^RFL^3^SG
captenguen VBPS^3^PL
de P
vós PRO^2^PL
, COMMA
no NEG
gós VBPI^1^SG
començar VB
neguna D^Q
re N
; ;
mas CONJ
, COMMA
tan ADV
yvàs ADV
con C
vós PRO^2^PL
siats VBPS^2^PL
exida VNI
de P
fora ADV
, COMMA
los PRO^D^3^PL
mouré VBFI^1^SG
paraules N
a P
Don DPR
Fferrando NPR
o CONJ
a P
Don DPR
Guillem NPR
de P
Muntcada NPR
o CONJ
a P
Don DPR
Pero NPR
Aonés NPR
e CONJ
dir VB
-los PRO^D^3^PL
hé VBPI^1^SG
que C
feÿen VBDI^3^PL
trahició N
de P
ço PRO^3^SG
que C
feren VBDI^3^PL
contra P
nós PRO^1^PL
. .

E CONJ
cavalcaré VBFI^1^SG
·i· NUM
caval N
e CONJ
hauré VBFI^1^SG
·i· NUM
guilando N
. .

E CONJ
fer VB
-ho PRO^A^NTR
e VBPI^1^SG
en P
tal ADJ
manera N
e CONJ
en P
açò PRO^3^SG
no NEG
podem VBPI^1^PL
escapar VB
que C
yo PRO^1^SG
la D
·i· NUM
no NEG
y PRO^ADV
mat VBPI^1^SG
. .

E CONJ
no NEG
creem VBPI^1^PL
que C
·ns PRO^D^1^PL
encalcen VBPS^3^PL
, COMMA
mas CONJ
creem VBPI^1^PL
que C
nós PRO^1^PL
tenrem VBFI^1^PL
tal ADJ
caval N
, COMMA
que C
no NEG
aurem VBFI^1^PL
temor N
que C
vinguen VBPS^3^PL
molt ADV
aprés ADV
nós PRO^1^PL
. .

E CONJ
ela PRO^3^SG
respòs VBDI^3^SG
-nos PRO^D^1^PL
: :
Sapiats VBI^2^PL
que C
en P
taula N
ab P
corda N
no NEG
avalaria VBPC^3^SG
d’ P
aquí ADV
per P
nuyla D^Q
re N
del P+D
món N
. .

E CONJ
pregam VBDI^1^PL
-la PRO^A^3^SG
·n PRO^ADV
molt ADV
, COMMA
e CONJ
ela PRO^3^SG
no NEG
ho PRO^A^NTR
volch VBDI^3^SG
fer VB
. .

E CONJ
depuys ADV
pacificam VBDI^1^PL
la D
cosa N
e CONJ
ni CONJ+NEG
no NEG
u PRO^A^NTR
faem VBDI^1^PL
per P
temor N
d’ P
ela PRO^3^SG
. .

E CONJ
vench VBDI^3^SG
puys ADV
En DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
féu VBDI^3^SG
-nos PRO^D^1^PL
pregar VB
a P
Don DPR
Fferrando NPR
que C
·l D
mal N
que C
nós PRO^1^PL
li PRO^D^3^SG
havem VBPI^1^PL
feyt VNI
en P
Cathaluyna NPR
que C
·l D
li PRO^D^3^SG
esmenàssem VBDS^1^PL
. .

E CONJ
nós PRO^1^PL
resposem VBDI^1^PL
que C
: :
Ço PRO^3^SG
que C
nós PRO^1^PL
n’ PRO^ADV
avem VBPI^1^PL
feyt VNI
, COMMA
que C
u PRO^A^NTR
havem VBPI^1^PL
feyt VNI
ab P
dret N
, COMMA
e CONJ
que C
neguna D^Q
esmena N
no NEG
li PRO^D^3^SG
·n PRO^ADV
faríem VBPC^1^PL
. .

E CONJ
éls PRO^3^PL
dixeren VBDI^3^PL
que C
sí ADV
faéssem VBDS^1^PL
, COMMA
que C
aquela D^DEM
esmena N
que C
nós PRO^1^PL
faríem VBPC^1^PL
a P
él PRO^3^SG
seria VBPC^3^SG
molta D^Q
a P
él PRO^3^SG
e CONJ
poca D^Q
a P
nós PRO^1^PL
, COMMA
e CONJ
que C
li PRO^D^3^SG
donàssem VBDS^1^PL
·xx· NUM
mília NUM
morabatins N
. .

E CONJ
nós PRO^1^PL
tiram VBDI^1^PL
en P
açò PRO^3^SG
, COMMA
que C
no NEG
·ls PRO^A^3^PL
li PRO^D^3^SG
devíem VBDI^1^PL
dar VB
: :
aguem VBDI^1^PL
-nos PRO^RFL^1^PL
a P
vençre VB
per P
paraula N
e CONJ
per P
porfia N
, COMMA
e CONJ
per P
cuydar VB
que C
·s PRO^RFL^3^SG
partirien VBPC^3^PL
de P
la D
manera N
falsa ADJ
que C
presa VNI
havien VBDI^3^PL
. .

E CONJ
promesem VBDI^1^PL
-li PRO^D^3^SG
los D
·xx· NUM
mília NUM
morabetins N
. .

, COMMA
quan C
haguem VBDI^1^PL
ací ADV
estat VN
una D^Q
peça N
, COMMA
anam VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
a P
Tortosa N
, COMMA
e CONJ
la D
regina N
, COMMA
a P
Burbàguena NPR
. .

E CONJ
Don DPR
Fferrando NPR
e CONJ
Don DPR
Guillem NPR
de P
Muntcada NPR
FOL13v FOL
e CONJ
Don DPR
Nuno NPR
partiren VBDI^3^PL
les D
honors N
d’ P
Aragó NPR
. .

E CONJ
cobrien VBDI^3^PL
-se PRO^RFL^3^PL
ab P
nós PRO^1^PL
que C
·ns PRO^D^1^PL
donaven VBDI^3^PL
de P
conseyl N
, COMMA
mas CONJ
a P
lur D^POS
guisa N
les D
partien VBDI^3^PL
. .

E CONJ
, COMMA
passat VNI
açò PRO^3^SG
, COMMA
isquem VBDI^1^PL
-nos PRO^RFL^1^PL
de P
Tortosa NPR
, COMMA
sí ADV
que C
ells PRO^3^PL
no NEG
·n PRO^ADV
saberen VBDI^3^PL
res PRO^Q
, COMMA
e CONJ
vinguem VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
a P
Orta NPR
, COMMA
qui C
és VBPI^3^SG
del P+D
Temple NPR
, COMMA
e CONJ
manam VBDI^1^PL
als P+D
richs ADJ
hòmens N
, COMMA
per P
les D
honors N
que C
tenien VBDI^3^PL
per P
nós PRO^1^PL
, COMMA
que C
vinguessen VBDS^3^PL
a P
nós PRO^1^PL
a P
Terol NPR
, COMMA
per P
ço PRO^3^SG
quar C
volíem VBDI^1^PL
entrar VB
e CONJ
·l D
regne N
de P
València NPR
per P
fer VB
mal N
als P+D
moros N
, COMMA
e CONJ
que C
·ns PRO^D^1^PL
servissen VBDS^3^PL
les D
honors N
que C
tenien VBDI^3^PL
per P
nós PRO^1^PL
. .

E CONJ
donam VBPI^1^PL
-los PRO^D^3^PL
dia N
que C
y PRO^ADV
fossen VBDS^3^PL
. .

E CONJ
nós PRO^1^PL
, COMMA
sobre P
açò PRO^3^SG
, COMMA
manleute ADJ
de P
conduyt N
. .

E CONJ
Don DPR
Pasqual NPR
Monyós NPR
, COMMA
qui C
era VBDI^3^SG
molt ADV
privat N
de P
nostre D^POS
pare N
, COMMA
era VBDI^3^SG
dels P+D
meylors ADJ
hòmens N
de P
vila N
que C
nós PRO^1^PL
agguéssem VBDS^1^PL
en P
nostra D^POS
terra N
en P
aquel D^DEM
temps N
, COMMA
e CONJ
dix VBDI^3^SG
-nos PRO^D^1^PL
que C
·ns PRO^D^1^PL
prestaria VBPC^3^SG
molt ADV
volenters ADV
e CONJ
de P
grat N
tot PRO^Q
quant C
ell PRO^3^SG
pogués VBDS^3^SG
, COMMA
de P
sí PRO^RFL^3^SG
e CONJ
de P
sos D^POS
amichs N
. .

E CONJ
prestà VBDI^3^SG
·ns PRO^D^1^PL
per P
·iii· NUM
setmanes N
tot D^Q
ço PRO^3^SG
que C
havíem VBDI^1^PL
mester N
. .

E CONJ
quan C
vench VBDI^3^SG
al P+D
dia N
que C
ells PRO^3^PL
devien VBDI^3^PL
venir VB
a P
nós PRO^1^PL
, COMMA
ço PRO^3^SG
és VBPI^3^SG
, COMMA
los D
richs ADJ
hòmens N
d’ P
Aragò NPR
, COMMA
no NEG
y PRO^ADV
vengren VBDI^3^PL
sinó CONJ
tan ADV
solament ADV
Don DPR
Blasco NPR
d’ P
Alagó NPR
e CONJ
Don DPR
Artal NPR
de P
Luna NPR
e CONJ
Don DPR
Ató NPR
de P
Foces NPR
. .

E CONJ
veem VBDI^1^PL
que C
no NEG
venien VBDI^3^PL
al P+D
dia N
que C
nós PRO^1^PL
los D
havíem VBDI^1^PL
dat VNI
. .

E CONJ
per P
fadiga N
d’ P
ells PRO^3^PL
haguem VBDI^1^PL
-nos PRO^RFL^1^PL
a P
menjar VB
lo D
conduyt N
que C
havíem VBDI^1^PL
estojat VNI
per P
entrar VB
en P
terra N
de P
moros N
. .

E CONJ
fo VBDI^3^SG
nostre D^POS
acort N
que C
aguéssem VBDS^1^PL
treuga N
ab P
Seyt NPR
Abuzeit NPR
, COMMA
qui C
era VBDI^3^SG
lavòs ADV
rey N
de P
València NPR
, COMMA
e CONJ
que C
·ns PRO^D^1^PL
donàs VBDS^3^SG
la D
quinta ADJ
de P
València NPR
e CONJ
de P
Múrcia NPR
de P
les D
rendes N
que C
él PRO^3^SG
havia VBDI^3^SG
, COMMA
levades VNI
les D
peytes N
. .

E CONJ
él PRO^3^SG
atorgà VBDI^3^SG
·ns PRO^D^1^PL
-ho PRO^A^NTR
ab P
cartes N
e CONJ
ab P
covinençes N
que C
él PRO^3^SG
nos PRO^D^1^PL
féu VBDI^3^SG
. .

E CONJ
faem VBDI^1^PL
la D
treuga N
ab P
él PRO^3^SG
. .

E CONJ
, COMMA
passades VNI
les D
·iii· NUM
setmanes N
damunt P
dites VNI
, COMMA
nós PRO^1^PL
, COMMA
qui C
havíem VBDI^1^PL
manat VN
lo D
conduyt N
que C
devíem VBDI^1^PL
metre VB
en P
la D
cavalcada N
, COMMA
exim VBDI^1^PL
-nos PRO^RFL^1^PL
de P
Terol NPR
e CONJ
entram VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
en P
Aragó NPR
. .

E CONJ
, COMMA
quant C
fom VBDI^1^PL
a P
la D
segona ADJ
aldea N
de P
jus P
Calamotxa NPR
, COMMA
trobam VBDI^1^PL
Don DPR
Pero NPR
Aonés NPR
, COMMA
qui C
venia VBDI^3^SG
bé ADV
ab P
·l· NUM
o CONJ
ab P
·lx· NUM
cavalers N
, COMMA
e CONJ
demanam VBDI^1^PL
-li PRO^D^3^SG
què WPRO
·s PRO^RFL^3^SG
faÿa VBDI^3^SG
ne CONJ+NEG
on C
anava VBDI^3^SG
. .

E CONJ
dix VBDI^3^SG
-nos PRO^D^1^PL
que C
anava VBDI^3^SG
per P
entrar VB
en P
terra N
de P
FOL14r FOL
moros N
, COMMA
él PRO^3^SG
e CONJ
son D^POS
germà N
, COMMA
lo D
bisbe N
de P
Saragoça NPR
. .

E CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
que C
tornàs VBDS^3^SG
ab P
nós PRO^1^PL
, COMMA
que C
ab P
él PRO^3^SG
volíem VBDI^1^PL
parlar VB
sobre P
açò PRO^3^SG
. .

E CONJ
ell PRO^3^SG
pregà VBDI^3^SG
·ns PRO^D^1^PL
que C
no NEG
·l D
tardàssem VBDS^1^PL
de P
son D^POS
viatge N
. .

E CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
\" \"
Don DPR
Pero NPR
Aonés NPR
, COMMA
no NEG
us PRO^A^2^PL
tardam VBPI^1^PL
molt ADV
per P
una D^Q
leuga N
que C
anets VBPS^2^PL
ab P
nós PRO^1^PL
, COMMA
mas CONJ
volem VBPI^1^PL
que C
hi PRO^ADV
sien VBPS^3^PL
dels P+D
richs ADJ
hòmens N
d’ P
Aragó NPR
, COMMA
con C
nós PRO^1^PL
vos PRO^RFL^2^PL
mostrarem VBFI^1^PL
esta D^DEM
paraula N
\" \"
. .

ell PRO^3^SG
dix VBDI^3^SG
que C
li PRO^D^3^SG
plaïa VBDI^3^SG
. .

E CONJ
fom VBDI^1^PL
a P
Burbàguena NPR
, COMMA
en P
una D^Q
casa N
qui C
és VBPI^3^SG
del P+D
Temple NPR
, COMMA
qui C
és VBPI^3^SG
e CONJ
·l D
camí N
de P
Darocha NPR
e CONJ
de P
Terol NPR
, COMMA
a P
la D
entrada N
de P
la D
aldea N
, COMMA
can C
hom MAN
ve VBPI^3^SG
de P
Darocha NPR
. .

E CONJ
aquí ADV
fo VBDI^3^SG
Don DPR
Blasco NPR
d’ P
Alagó NPR
e CONJ
Don DPR
Artal NPR
d’ P
Alagó NPR
e CONJ
Don DPR
Ató NPR
de P
Foces NPR
e CONJ
Don DPR
Ladró NPR
e CONJ
Don DPR
Assalit NPR
de P
Gúdar NPR
e CONJ
Don DPR
Pelegrí NPR
de P
Bolas NPR
e CONJ
él PRO^3^SG
, COMMA
vestit VNI
son D^POS
perpont N
e CONJ
sa D^POS
espasa N
cinta VNI
e CONJ
·i· NUM
batut N
de P
males ADJ
de P
ferre N
e CONJ
·l D
cap N
. .

E CONJ
nós PRO^1^PL
entràvem VBDI^1^PL
laore ADV
en P
edat N
de P
·xvii· NUM
ayns N
. .

E CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
\" \"
Don DPR
Pero NPR
Ahonés NPR
, COMMA
nós PRO^1^PL
vos PRO^RFL^2^PL
havem VBPI^1^PL
esperat VN
en P
Terol NPR
bé ADV
·iii· NUM
setmanes N
de P
part N
aquel D^DEM
dia N
que C
nós PRO^1^PL
vos PRO^D^2^PL
donam VBDI^1^PL
, COMMA
per P
ço PRO^3^SG
car C
cuydàvem VBDI^1^PL
fer VB
ab P
vós PRO^2^PL
e CONJ
ab P
los D
richs ADJ
hòmens N
d’ P
Aragó NPR
bona ADJ
cavalcada N
. .

E CONJ
deÿm VBPI^1^PL
per P
ço PRO^3^SG
bona ADJ
cavalcada N
, COMMA
car C
anch ADV
no NEG
vim VBDI^1^PL
moros N
de P
guerra N
, COMMA
e CONJ
plaer N
-nos PRO^D^1^PL
hia VBPC^3^SG
molt ADV
que C
·ls D
víssem VBDS^1^PL
e CONJ
que C
·ls D
aguéssem VBDS^1^PL
vists VNI
. .

E CONJ
per P
falida N
de P
vós PRO^2^PL
nomenadament ADV
haguem VBDI^1^PL
conseyl N
que C
ab P
tans ADV
pochs D^Q
cavalers N
con C
nós PRO^1^PL
havíem VBDI^1^PL
en P
Terol NPR
no NEG
entràssem VBDS^1^PL
en P
terra N
de P
moros N
, COMMA
que C
, COMMA
si C
Déus N
no NEG
·ns PRO^D^1^PL
hi PRO^ADV
volia VBDI^3^SG
ajudar VB
, COMMA
poríem VBPC^1^PL
-hi PRO^ADV
pendre VB
onta N
o CONJ
mort N
. .

E CONJ
sobre P
açò PRO^3^SG
féu VBDI^3^SG
-nos PRO^D^1^PL
parlar VB
Seyt NPR
Abuçeyt NPR
que C
·ns PRO^D^1^PL
daria VBPC^3^SG
les D
quintes N
de P
València NPR
e CONJ
de P
Múrcia NPR
, COMMA
que C
haguéssem VBDS^1^PL
treuga N
ab P
ell PRO^3^SG
, COMMA
e CONJ
prenguem VBDI^1^PL
-la PRO^A^3^SG
. .

Per P
què WPRO
us PRO^A^2^PL
pregam VBPI^1^PL
, COMMA
Don DPR
Pero NPR
Aonés NPR
, COMMA
e CONJ
us PRO^A^2^PL
manam VBPI^1^PL
que C
vós PRO^2^PL
que C
tingats VBPS^2^PL
estas D^DEM
treugas N
e CONJ
que C
no NEG
les D
trenquets VBPS^2^PL
\" \"
. .

E CONJ
él PRO^3^SG
dix VBDI^3^SG
-nos PRO^D^1^PL
que C
molt ADV
li PRO^D^3^SG
havia VBDI^3^SG
costat VN
l’ D
adop N
que C
havia VBDI^3^SG
